Hierarchical_Path,Category,Sub_Category,Sub_Sub_Category,Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),First Touch Price (¢),First Touch Time,Permanent Cross Time,Market Close Time,Prediction Correct,Trades Count
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10HARPIR-HAR,Will Lloyd Harris win the Harris vs Piraino : Round Of 32 match?,yes,100,90,2026-02-10T10:19:14.147945Z,2026-02-10T11:12:12.10582Z,2026-02-10T12:03:15Z,CORRECT,154
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10CARDEV-CAR,Will Lorenzo Carboni win the Carboni vs Dev : Round Of 32 match?,yes,100,90,2026-02-10T10:32:06.796284Z,,2026-02-10T15:11:48Z,CORRECT,422
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10NOGRAW-NOG,Will Rio Noguchi win the Noguchi vs Rawat : Round Of 32 match?,no,0,99,2026-02-10T10:39:57.492994Z,,2026-02-10T12:36:53Z,WRONG,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10ADDKLE-KLE,Will Lukas Klein win the Added vs Klein : Round Of 32 match?,yes,100,93,2026-02-10T10:41:18.750918Z,2026-02-10T10:41:18.750918Z,2026-02-10T10:51:59Z,CORRECT,221
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10MORLOF-MOR,Will Alejandro Moro Canas win the Moro Canas vs Loffhagen : Round Of 32 match?,yes,100,90,2026-02-10T11:50:14.531623Z,2026-02-10T11:50:14.531623Z,2026-02-10T15:11:48Z,CORRECT,407
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10TROKOL-KOL,Will Zdenek Kolar win the Trotter vs Kolar : Round Of 32 match?,yes,100,90,2026-02-10T12:22:59.467775Z,2026-02-10T12:27:52.269147Z,2026-02-10T12:32:16Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10NOGRAW-RAW,Will Sidharth Rawat win the Noguchi vs Rawat : Round Of 32 match?,yes,100,90,2026-02-10T12:28:37.180333Z,2026-02-10T12:34:07.640236Z,2026-02-10T12:36:53Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10ALMMIK-MIK,Will Luka Mikrut win the Almazan Valiente vs Mikrut : Round Of 32 match?,yes,100,90,2026-02-10T12:49:00.07379Z,2026-02-10T14:09:11.323794Z,2026-02-10T14:16:52Z,CORRECT,888
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10DODHUS-HUS,Will Giles Hussey win the Dodig vs Hussey : Round Of 32 match?,yes,100,90,2026-02-10T12:51:18.22935Z,2026-02-10T13:02:19.376863Z,2026-02-10T13:32:21Z,CORRECT,306
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10RIEBAL-RIE,Will Leandro Riedi win the Riedi vs Balshaw : Round Of 32 match?,yes,100,90,2026-02-10T13:01:59.504847Z,2026-02-10T13:13:56.892286Z,2026-02-10T13:32:12Z,CORRECT,682
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10GILNAG-NAG,Will Sumit Nagal win the Gill vs Nagal : Round Of 32 match?,yes,100,90,2026-02-10T13:07:20.870913Z,2026-02-10T13:27:37.600868Z,2026-02-10T13:32:22Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10DAMPER-DAM,Will Miguel Damas win the Damas vs Pereira : Round Of 32 match?,yes,100,91,2026-02-10T14:30:50.644705Z,2026-02-10T14:30:50.644705Z,2026-02-10T15:11:48Z,CORRECT,570
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10MAECAL-MAE,Will Francesco Maestrelli win the Maestrelli vs Callejon Hernando : Round Of 32 match?,yes,100,91,2026-02-10T14:31:36.519383Z,2026-02-10T14:35:32.78686Z,2026-02-10T14:52:07Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10BLOTAB-TAB,Will Clement Tabur win the Blockx vs Tabur : Round Of 32 match?,yes,100,90,2026-02-10T14:38:26.473013Z,2026-02-10T14:40:08.388842Z,2026-02-10T14:51:44Z,CORRECT,550
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10GIUMER-MER,Will Daniel Merida win the Giustino vs Merida : Round Of 32 match?,yes,100,90,2026-02-10T15:33:57.264397Z,2026-02-10T15:46:05.922247Z,2026-02-10T15:56:23Z,CORRECT,236
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10BOUSKA-BOU,Will Arthur Bouquier win the Bouquier vs Skatov : Round Of 32 match?,yes,100,90,2026-02-10T15:40:57.0759Z,2026-02-10T15:42:27.89185Z,2026-02-10T15:51:43Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10SCHPIE-PIE,Will Olaf Pieczkowski win the Schachter vs Pieczkowski : Round Of 32 match?,yes,100,90,2026-02-10T16:13:29.620416Z,2026-02-10T16:13:29.620416Z,2026-02-10T17:06:16Z,CORRECT,117
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10ENGECH-ECH,Will Moez Echargui win the Engel vs Echargui : Round Of 32 match?,yes,100,93,2026-02-10T16:40:32.244749Z,2026-02-10T16:40:32.244749Z,2026-02-10T16:46:31Z,CORRECT,880
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10BARPEN-BAR,Will Hynek Barton win the Barton vs Peniston : Round Of 32 match?,yes,100,91,2026-02-10T16:51:29.236533Z,2026-02-10T16:58:55.484851Z,2026-02-10T17:11:45Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10MARKIN-KIN,Will Cannon Kingsley win the Martin vs Kingsley : Round Of 32 match?,yes,100,90,2026-02-10T17:24:51.240723Z,2026-02-10T17:26:36.043464Z,2026-02-10T17:32:12Z,CORRECT,690
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10TRASHE-TRA,Will Stefano Travaglia win the Travaglia vs Shelbayh : Round Of 32 match?,yes,100,98,2026-02-10T17:37:08.329269Z,2026-02-10T17:37:08.329269Z,2026-02-10T17:41:58Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10LANPRI-PRI,Will Oleg Prihodko win the Landaluce vs Prihodko : Round Of 32 match?,no,0,91,2026-02-10T17:58:48.091301Z,,2026-02-10T18:06:48Z,WRONG,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10ARUJON-ARU,Will Erik Arutiunian win the Arutiunian vs Jones : Round Of 32 match?,yes,100,91,2026-02-10T18:02:01.41965Z,2026-02-10T18:18:50.433963Z,2026-02-10T18:35:48Z,CORRECT,841
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10LANPRI-LAN,Will Martin Landaluce win the Landaluce vs Prihodko : Round Of 32 match?,yes,100,90,2026-02-10T18:03:06.221028Z,2026-02-10T18:06:22.758354Z,2026-02-10T18:06:48Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10HUEOFN-HUE,Will Marc-Andrea Huesler win the Huesler vs Ofner : Round Of 32 match?,yes,100,90,2026-02-10T18:22:26.420601Z,2026-02-10T18:28:15.837709Z,2026-02-10T18:31:04Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10MCCSTR-STR,Will Robert Strombachs win the McCormick vs Strombachs : Round Of 32 match?,yes,100,90,2026-02-10T18:44:36.509308Z,2026-02-10T19:17:00.100229Z,2026-02-10T19:31:06Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10DOSGEO-DOS,Will Stefan Dostanic win the Dostanic vs George : Round Of 32 match?,yes,100,96,2026-02-10T19:01:33.137755Z,2026-02-10T20:02:15.130996Z,2026-02-10T20:15:42Z,CORRECT,345
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10KOUSQU-SQU,Will Henri Squire win the Kouame vs Squire : Round Of 32 match?,yes,100,90,2026-02-10T19:06:17.534511Z,2026-02-10T19:06:23.910861Z,2026-02-10T19:15:54Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10KOTVAN-VAN,Will Luca Van Assche win the Kotov vs Van Assche : Round Of 32 match?,yes,100,90,2026-02-10T19:46:32.063325Z,2026-02-10T20:29:36.787581Z,2026-02-10T20:35:41Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10BERDAM-DAM,Will Martin Damm Jr win the Bertola vs Damm Jr : Round Of 32 match?,yes,100,90,2026-02-10T20:30:13.984854Z,2026-02-10T20:35:40.020045Z,2026-02-10T21:01:25Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10ZINAZK-ZIN,Will Tyler Zink win the Zink vs Azkara : Round Of 32 match?,yes,100,91,2026-02-10T20:30:45.656736Z,2026-02-10T20:30:45.656736Z,2026-02-10T21:10:51Z,CORRECT,525
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10MILSMI-MIL,Will Daniel Milavsky win the Milavsky vs Smith : Round Of 32 match?,yes,100,90,2026-02-10T21:20:30.329098Z,2026-02-10T21:42:02.772908Z,2026-02-10T21:51:08Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10GHIKEN-KEN,Will Jack Kennedy win the Ghibaudo vs Kennedy : Round Of 32 match?,yes,100,90,2026-02-10T23:17:06.234193Z,2026-02-10T23:28:12.115115Z,2026-02-10T23:31:34Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10FISSHI-SHI,Will Braden Shick win the Fishback vs Shick : Round Of 32 match?,yes,100,90,2026-02-10T23:36:48.560063Z,2026-02-10T23:43:17.450323Z,2026-02-10T23:51:00Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10JASBOL-BOL,Will Alex Bolt win the Jasika vs Bolt : Round Of 16 match?,yes,100,90,2026-02-11T00:31:50.321649Z,2026-02-11T00:31:50.321649Z,2026-02-11T01:01:17Z,CORRECT,249
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10GALOZO-GAL,Will Alexis Galarneau win the Galarneau vs Ozolins : Round Of 32 match?,yes,100,91,2026-02-11T00:41:14.496769Z,2026-02-11T01:07:19.770418Z,2026-02-11T01:11:08Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10PERCOR-COR,Will Felix Corwin win the Perot vs Corwin : Round Of 32 match?,no,0,92,2026-02-11T02:05:06.059849Z,,2026-02-11T02:21:37Z,WRONG,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10PERCOR-PER,Will Raphael Perot win the Perot vs Corwin : Round Of 32 match?,yes,100,94,2026-02-11T02:18:00.045781Z,2026-02-11T02:18:14.752865Z,2026-02-11T02:21:37Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10POLMAT-MAT,Will Hayato Matsuoka win the Polmans vs Matsuoka : Round Of 16 match?,yes,100,90,2026-02-11T02:28:19.852915Z,2026-02-11T02:37:56.551743Z,2026-02-11T02:51:37Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10ZHAUCH-ZHA,Will Zhizhen Zhang win the Zhang vs Uchiyama : Round Of 16 match?,yes,100,90,2026-02-11T02:34:41.785776Z,2026-02-11T03:19:07.790296Z,2026-02-11T03:21:46Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10BOUBIC-BIC,Will Blaise Bicknell win the Boulais vs Bicknell : Round Of 32 match?,yes,100,90,2026-02-11T02:54:17.082196Z,2026-02-11T02:54:23.833042Z,2026-02-11T03:11:25Z,CORRECT,803
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10BLAWEB-BLA,Will Darwin Blanch win the Blanch vs Weber : Round Of 16 match?,yes,100,91,2026-02-11T03:06:46.106303Z,2026-02-11T03:09:35.081717Z,2026-02-11T04:15:45Z,CORRECT,360
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10LAKKAS-KAS,Will Maks Kasnikowski win the Lakshmanan vs Kasnikowski : Round Of 32 match?,yes,100,90,2026-02-11T04:59:11.581785Z,2026-02-11T05:37:16.267443Z,2026-02-11T06:06:11Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB10CLAXIL-XIL,Will Ioannis Xilas win the Clarke vs Xilas : Round Of 32 match?,yes,100,90,2026-02-11T06:39:50.413922Z,2026-02-11T06:42:59.361997Z,2026-02-11T06:46:01Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11YEVMUK-YEV,Will Denis Yevseyev win the Yevseyev vs Mukund : Round Of 16 match?,yes,100,90,2026-02-11T08:23:36.87933Z,2026-02-11T08:41:38.529782Z,2026-02-11T08:46:02Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11CARGOM-GOM,Will Federico Agustin Gomez win the Carboni vs Gomez : Round Of 16 match?,yes,100,90,2026-02-11T10:00:07.719255Z,2026-02-11T10:02:23.072451Z,2026-02-11T10:21:15Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11GUEHAS-GUE,Will Sascha Gueymard Wayenburg win the Gueymard Wayenburg vs Hassan : Round Of 32 match?,no,0,90,2026-02-11T10:32:17.419132Z,,2026-02-11T12:11:48Z,WRONG,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11MARBRA-MAR,Will Pol Martin Tiffon win the Martin Tiffon vs Brancaccio : Round Of 32 match?,yes,100,90,2026-02-11T11:07:14.849869Z,2026-02-11T11:20:00.802184Z,2026-02-11T11:35:45Z,CORRECT,534
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11GUEHAS-HAS,Will Benjamin Hassan win the Gueymard Wayenburg vs Hassan : Round Of 32 match?,yes,100,90,2026-02-11T11:54:08.203226Z,2026-02-11T12:07:17.109868Z,2026-02-11T12:11:48Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11LLABER-LLA,Will Pablo Llamas Ruiz win the Llamas Ruiz vs Berrettini : Round Of 16 match?,yes,100,90,2026-02-11T12:11:22.637443Z,2026-02-11T12:11:22.637443Z,2026-02-11T13:10:55Z,CORRECT,245
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11GENWIL-WIL,Will Benjamin Willwerth win the Gentzsch vs Willwerth : Round Of 32 match?,no,0,90,2026-02-11T12:24:55.828434Z,,2026-02-11T12:35:51Z,WRONG,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11GENWIL-GEN,Will Tom Gentzsch win the Gentzsch vs Willwerth : Round Of 32 match?,yes,100,91,2026-02-11T12:30:44.368389Z,2026-02-11T12:30:44.389059Z,2026-02-11T12:35:51Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11CHISHE-SHE,Will Alexander Shevchenko win the Chidekh vs Shevchenko : Round Of 32 match?,yes,100,96,2026-02-11T13:28:05.426899Z,2026-02-11T13:32:21.258099Z,2026-02-11T13:35:54Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11HARDAM-HAR,Will Lloyd Harris win the Harris vs Damas : Round Of 16 match?,yes,100,90,2026-02-11T13:46:18.361637Z,2026-02-11T14:39:37.681833Z,2026-02-11T14:51:34Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11SAKSIN-SAK,Will Rei Sakamoto win the Sakamoto vs Sinclair : Round Of 16 match?,yes,100,93,2026-02-11T14:17:56.10664Z,2026-02-12T00:57:57.396116Z,2026-02-12T01:35:53Z,CORRECT,248
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11LAJGLI-GLI,Will Daniil Glinka win the Lajal vs Glinka : Round Of 32 match?,yes,100,98,2026-02-11T14:19:48.916867Z,2026-02-11T14:19:48.921383Z,2026-02-11T14:21:13Z,CORRECT,514
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11IMASWE-SWE,Will Dane Sweeny win the Imamura vs Sweeny : Round Of 16 match?,yes,100,90,2026-02-11T14:59:57.91528Z,2026-02-12T03:31:08.035259Z,2026-02-12T04:16:01Z,CORRECT,470
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11HUSMIK-MIK,Will Luka Mikrut win the Hussey vs Mikrut : Round Of 16 match?,yes,100,90,2026-02-11T15:04:55.360615Z,2026-02-11T15:24:28.984491Z,2026-02-11T15:30:50Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11SAMMER-MER,Will Daniel Merida win the Samuel vs Merida : Round Of 16 match?,yes,100,90,2026-02-11T15:23:31.804279Z,2026-02-11T15:40:01.228463Z,2026-02-11T15:51:25Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11LONAND-AND,Will Andres Andrade win the Loncarevic vs Andrade : Round Of 32 match?,yes,100,90,2026-02-11T16:09:37.877898Z,2026-02-11T16:33:52.332536Z,2026-02-11T17:31:42Z,CORRECT,224
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11BONKUK-BON,Will Benjamin Bonzi win the Bonzi vs Kukushkin : Round Of 32 match?,yes,100,90,2026-02-11T17:02:08.965579Z,2026-02-11T17:03:32.20918Z,2026-02-11T17:10:50Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11COLZAH-COL,Will Raphael Collignon win the Collignon vs Zahraj : Round Of 32 match?,yes,100,90,2026-02-11T17:38:05.169904Z,2026-02-11T18:13:43.791025Z,2026-02-11T18:55:34Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11PIEVAN-PIE,Will Olaf Pieczkowski win the Pieczkowski vs Vandecasteele : Round Of 16 match?,yes,100,90,2026-02-11T17:58:35.206154Z,2026-02-11T18:09:01.974746Z,2026-02-11T18:10:43Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11STRDOS-DOS,Will Stefan Dostanic win the Strombachs vs Dostanic : Round Of 16 match?,yes,100,90,2026-02-11T17:59:59.028421Z,2026-02-11T18:16:22.596693Z,2026-02-11T18:51:09Z,CORRECT,354
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11KINARU-KIN,Will Cannon Kingsley win the Kingsley vs Arutiunian : Round Of 16 match?,yes,100,90,2026-02-11T18:36:42.008632Z,2026-02-11T19:27:41.248668Z,2026-02-11T19:31:01Z,CORRECT,923
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11ILALAN-ILA,Will Andre Ilagan win the Ilagan vs Langmo : Round Of 16 match?,yes,100,91,2026-02-11T20:37:58.241297Z,2026-02-11T20:46:39.72663Z,2026-02-11T21:10:17Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11BOUNAR-BOU,Will Arthur Bouquier win the Bouquier vs Nardi : Round Of 16 match?,yes,100,90,2026-02-11T21:14:26.27779Z,2026-02-11T21:15:10.517735Z,2026-02-11T21:15:47Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11ZEPSQU-SQU,Will Henri Squire win the Zeppieri vs Squire : Round Of 16 match?,yes,100,90,2026-02-11T22:45:45.989328Z,2026-02-11T22:54:09.320581Z,2026-02-11T23:10:38Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11SATMOR-MOR,Will Hiroki Moriya win the Sach vs Moriya : Round Of 16 match?,yes,100,90,2026-02-12T02:20:36.318949Z,2026-02-12T02:43:30.175211Z,2026-02-12T02:51:02Z,CORRECT,1000
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11RAWKAS-KAS,Will Maks Kasnikowski win the Rawat vs Kasnikowski : Round Of 16 match?,yes,100,91,2026-02-12T04:48:17.201288Z,2026-02-12T04:49:33.637721Z,2026-02-12T06:11:50Z,CORRECT,780
Sports > Tennis > ATP Challenger,Sports,Tennis,ATP Challenger,KXATPCHALLENGERMATCH,Challenger ATP ,KXATPCHALLENGERMATCH-26FEB11TULELL-TUL,Will Li Tu win the Tu vs Ellis : Round Of 16 match?,yes,100,90,2026-02-12T05:44:24.724306Z,2026-02-12T05:45:07.977215Z,2026-02-12T05:52:04Z,CORRECT,1000
Sports > Tennis > United Cup,Sports,Tennis,United Cup,KXUNITEDCUPMATCH,United Cup Match,KXUNITEDCUPMATCH-26JAN01MUNBAE-MUN,Will Jaume Munar win the Munar vs Baez match?,no,0,90,2026-01-02T02:39:10.622907Z,,2026-01-02T04:39:18.910619Z,WRONG,311
Sports > Tennis > United Cup,Sports,Tennis,United Cup,KXUNITEDCUPMATCH,United Cup Match,KXUNITEDCUPMATCH-26JAN01MUNBAE-BAE,Will Sebastian Baez win the Munar vs Baez match?,yes,100,90,2026-01-02T03:34:22.585399Z,2026-01-02T03:55:42.314876Z,2026-01-02T04:39:18.910619Z,CORRECT,406
