sub_category,series_ticker,time_bucket,price_bucket,total_markets,wins,losses,accuracy,avg_profit,total_profit,profitable_yes_no,sample_tickers
Economics > Inflation,KXARGINFLATIONM,24h+,90-92¢,5,5,0,100.0,8.2,41.0,yes,KXARGINFLATIONM-25JUN-T25|KXARGINFLATIONM-25MAY-T25|ARGINFLATIONM-24SEP-T200|ARGINFLATIONM-24JUL-T250|ARGINFLATIONM-24MAR-T276.22
Climate and Weather > Temperature,KXHIGHLAX,12-24h,90-92¢,4,4,0,100.0,10.0,40.0,yes,KXHIGHLAX-26FEB01-B78.5|KXHIGHLAX-26JAN20-B70.5|KXHIGHLAX-26JAN18-T76|KXHIGHLAX-26JAN17-B76.5
Climate and Weather > Temperature,KXLOWTPHIL,24h+,90-92¢,4,4,0,100.0,10.0,40.0,yes,KXLOWTPHIL-26FEB10-T17|KXLOWTPHIL-26FEB05-T14|KXLOWTPHIL-26JAN31-T4|KXLOWTPHIL-26JAN30-T3
Sports > Football > NCAA Football,KXNCAAFGAME,3-6h,90-92¢,4,4,0,100.0,10.0,40.0,yes,KXNCAAFGAME-25NOV29ORSTWSU-WSU|KXNCAAFGAME-25NOV29ECUFAU-ECU|KXNCAAFGAME-25NOV29USATXST-TXST|KXNCAAFGAME-25NOV29FIUSHSU-FIU
Mentions > Mentions,KXLEAVITTLATE,0-1h,90-92¢,4,4,0,100.0,10.0,40.0,yes,KXLEAVITTLATE-25DEC02-15|KXLEAVITTLATE-25DEC02-12|KXLEAVITTLATE-26JAN02-5|KXLEAVITTLATE-26JAN02-10
Economics > Energy Prices,KXGAS,24h+,96-98¢,12,12,0,100.0,3.33,40.0,yes,GAS-23SEP18-T3.80|GAS-23SEP18-T3.75|GAS-23SEP11-T3.70|GAS-23AUG21-T3.80|GAS-23JUN05-T3.45
Entertainment > Apps,KXAPPRANKFREE2,12-24h,93-95¢,7,7,0,100.0,5.71,40.0,yes,KXAPPRANKFREE2-25OCT31-SOR|KXAPPRANKFREE2-25OCT29-SOR|KXAPPRANKFREE2-25OCT10-CHA|KXAPPRANKFREE2-25OCT07-CHA|KXAPPRANKFREE2-25OCT05-GOO
Sports > Tennis > ATP,KXATPTOTALSETS,3-6h,90-92¢,4,4,0,100.0,10.0,40.0,yes,KXATPTOTALSETS-26JAN20GEAWAW-5|KXATPTOTALSETS-26JAN20NAVNOR-4|KXATPTOTALSETS-26JAN20ZVEMUL-4|KXATPTOTALSETS-26JAN20MEDDE-4
Sports > Hockey > AHL,KXAHLGAME,1-3h,93-95¢,7,7,0,100.0,5.71,40.0,yes,KXAHLGAME-26FEB07CHICOL-COL|KXAHLGAME-26FEB07PROHAR-PRO|KXAHLGAME-26FEB06GRACHA-CHA|KXAHLGAME-26FEB06TUCCAL-TUC|KXAHLGAME-26FEB06HARPRO-PRO
World > Flight Delays,KXFLIGHTORD,6-12h,90-92¢,4,4,0,100.0,9.75,39.0,yes,FLIGHTORD-22AUG29-T700|FLIGHTORD-22AUG20-T700|FLIGHTORD-22AUG03-T900|FLIGHTORD-22JUL18-T400
Sports > Football > NFL,KXNFLPREPACK3ML,0-1h,90-92¢,4,4,0,100.0,9.75,39.0,yes,KXNFLPREPACK3ML-26JAN17SEASFDENBUFCHILA-SEADENLA|KXNFLPREPACK3ML-26JAN17DENBUFCHILANEHOU-DENLANE|KXNFLPREPACK3ML-25DEC21DALLACMIACINCARTB-LACCINCAR|KXNFLPREPACK3ML-25DEC14DENGBLADETSEAIND-DENLASEA
Sports > Cricket > T20,KXT20MATCH,0-1h,90-92¢,4,4,0,100.0,9.75,39.0,yes,KXT20MATCH-26FEB11WIENG-WI|KXT20MATCH-26FEB10NAMNED-NED|KXT20MATCH-26FEB08IRLSRI-SRI|KXT20MATCH-26FEB08AFGNZ-NZ
Sports > Football > NFL,KXNFLPREPACK2ML,0-1h,93-95¢,6,6,0,100.0,6.5,39.0,yes,KXNFLPREPACK2ML-26JAN11JACBUFPHISFNELAC-BUFSF|KXNFLPREPACK2ML-26JAN04ATLNOMINGBNYGDAL-ATLMIN|KXNFLPREPACK2ML-26JAN03TBCARSFSEAPITBAL-SEAPIT|KXNFLPREPACK2ML-25DEC21DALLACMIACINCARTB-LACCAR|KXNFLPREPACK2ML-25DEC07CLETENMINWASNYJMIA-TENMIN
Sports > Tennis > ATP Italian Open,KXATPIT,3-6h,90-92¢,4,4,0,100.0,9.75,39.0,yes,KXATPIT-25HURPAU-PAU|KXATPIT-25MUNRUU-RUU|KXATPIT-25PASKHA-KHA|KXATPIT-25MENGIG-MEN
Economics > Inflation,KXCPIYOY,24h+,93-95¢,23,22,1,95.7,1.65,38.0,yes,KXCPIYOY-25DEC-T2.5|KXCPIYOY-25NOV-T2.6|KXCPIYOY-25NOV-T2.5|KXCPIYOY-25NOV-T2.4|KXCPIYOY-25OCT-T2.9
Economics > Inflation,KXARGINFLATIONM,24h+,93-95¢,7,7,0,100.0,5.43,38.0,yes,KXARGINFLATIONM-25MAR-T50|KXARGINFLATIONM-25MAR-T25|KXARGINFLATIONM-25JAN-T50|KXARGINFLATIONM-24DEC-T100|ARGINFLATIONM-24OCT-T150
Sports > Basketball > NBA,KXNBAPTS,0-1h,96-98¢,15,15,0,100.0,2.53,38.0,yes,KXNBAPTS-26FEB11NYKPHI-PHITMAXEY0-25|KXNBAPTS-26FEB11NYKPHI-NYKMBRIDGES25-15|KXNBAPTS-26FEB11SACUTA-UTAJJACKSON8-20|KXNBAPTS-26FEB11SACUTA-UTAJJACKSON8-15|KXNBAPTS-26FEB11MIANOP-MIABADEBAYO13-20
Sports > Hockey > AHL,KXAHLGAME,1-3h,90-92¢,24,22,2,91.7,1.58,38.0,yes,KXAHLGAME-26FEB07CLELAV-LAV|KXAHLGAME-26FEB07BAKONT-ONT|KXAHLGAME-26FEB07ROCUTI-ROC|KXAHLGAME-26FEB04HENSAN-SAN|KXAHLGAME-26FEB04TUCONT-ONT
Sports > Tennis > ATP,KXATPEXACTMATCH,1-3h,90-92¢,4,4,0,100.0,9.5,38.0,yes,KXATPEXACTMATCH-26FEB01ALCDJO-ALC31|KXATPEXACTMATCH-26JAN27SHESIN-SIN30|KXATPEXACTMATCH-26JAN22TIEBOR-TIE30|KXATPEXACTMATCH-26JAN22ALCMOU-ALC30
Economics > Employment & Fed,KXFED,24h+,96-98¢,12,12,0,100.0,3.17,38.0,yes,KXFED-26JAN-T3.25|KXFED-26JAN-T3.00|KXFED-26JAN-T2.75|FED-25DEC-T3.00|FED-25OCT-T3.75
Mentions > Mentions,KXNBAMENTION,6-12h,90-92¢,4,4,0,100.0,9.5,38.0,yes,KXNBAMENTION-26FEB09OKCLAL-ROOK|KXNBAMENTION-26FEB09MILORL-ROOK|KXNBAMENTION-26FEB11SASLAL-TRIP|KXNBAMENTION-26FEB07LACSAC-ROOK
Sports > Tennis > French Open Women's Singles,KXFOWOMEN,6-12h,90-92¢,4,4,0,100.0,9.5,38.0,yes,KXFOWOMEN-25KASJEA-KAS|KXFOWOMEN-25RYBJOV-RYB|KXFOWOMEN-25MONBOU-BOU|KXFOWOMEN-25KASSIN-KAS
Mentions > Mentions,KXNFLMENTION,1-3h,93-95¢,7,7,0,100.0,5.43,38.0,yes,KXNFLMENTION-SB26-TOM|KXNFLMENTION-SB26-SAFE|KXNFLMENTION-NFLNFCCHAMP-LOMB|KXNFLMENTION-NFLAFCCHAMP-HUNT|KXNFLMENTION-26JAN17BUFDEN-MANN
Sports > Other Sports,KXJBLEAGUEGAME,3-6h,90-92¢,4,4,0,100.0,9.5,38.0,yes,KXJBLEAGUEGAME-26FEB07ANHDRA-DRA|KXJBLEAGUEGAME-26JAN31ALPLEV-LEV|KXJBLEAGUEGAME-26JAN28NAGSEM-SEM|KXJBLEAGUEGAME-26JAN25SHLGCT-GCT
World > Flight Delays,KXFLIGHTJFK,12-24h,90-92¢,4,4,0,100.0,9.25,37.0,yes,FLIGHTJFK-22AUG22-T400|FLIGHTJFK-22AUG12-T400|FLIGHTJFK-22AUG11-T400|FLIGHTJFK-22JUL25-T600
Economics > Employment & Fed,KXFED,24h+,93-95¢,6,6,0,100.0,6.17,37.0,yes,FED-25DEC-T3.25|FED-25SEP-T3.75|FED-25JUL-T4.00|FED-25JUL-T3.50|FED-25JUL-T2.75
Financials > Stock Indices,KXINXZ,6-12h,90-92¢,4,4,0,100.0,9.25,37.0,yes,INXZ-24MAR06-T5078.65|INXZ-24JAN24-T4864.60|INXZ-23DEC21-T4698.35|INXZ-23NOV02-T4237.86
Sports > Tennis > French Open Men's Singles,KXFOMEN,0-1h,90-92¢,4,4,0,100.0,9.25,37.0,yes,KXFOMEN-25MUSALC-ALC|KXFOMEN-25ZVEDJO-DJO|KXFOMEN-25RUUBOR-BOR|KXFOMEN-25KOPALT-ALT
Climate and Weather > Temperature,KXLOWTNYC,0-1h,90-92¢,4,4,0,100.0,9.0,36.0,yes,KXLOWTNYC-26FEB07-B6.5|KXLOWTNYC-26JAN23-B14.5|KXLOWTNYC-26JAN15-B23.5|KXLOWTNYC-26JAN11-B34.5
Sports > Esports > Call of Duty,KXCODGAME,24h+,90-92¢,4,4,0,100.0,9.0,36.0,yes,KXCODGAME-26JAN25FAZVAN-FAZ|KXCODGAME-26JAN10C9NYPAR-PAR|KXCODGAME-25DEC05TEXRIYF-TEX|KXCODGAME-25DEC06PARVAN-PAR
Sports > Basketball > NBA,KXNBAREB,0-1h,96-98¢,13,13,0,100.0,2.77,36.0,yes,KXNBAREB-26FEB11NYKPHI-NYKKTOWNS32-8|KXNBAREB-26FEB11LACHOU-LACKLEONARD2-8|KXNBAREB-26FEB11LACHOU-LACKLEONARD2-6|KXNBAREB-26FEB11LACHOU-HOUKDURANT7-6|KXNBAREB-26FEB11LACHOU-HOUKDURANT7-4
Sports > Esports > League of Legends,KXLOLGAMES,24h+,90-92¢,4,4,0,100.0,9.0,36.0,yes,KXLOLGAMES-100T125-T1|KXLOLGAMES-BILKEY25-BIL|KXLOLGAMES-KEYPSG25-KEY|KXLOLGAMES-KOIFNA25-KOI
Sports > Esports > Valorant,KXVALORANTMAP,0-1h,90-92¢,15,14,1,93.3,2.33,35.0,yes,KXVALORANTMAP-26FEB08XLGBLG-3-XLG|KXVALORANTMAP-26FEB08XLGBLG-2-XLG|KXVALORANTMAP-26FEB08DRXFS-1-DRX|KXVALORANTMAP-26FEB07GENGGE-1-GENG|KXVALORANTMAP-26FEB07ZETADRX-2-ZETA
Financials > Stock Indices,KXNASDAQ100Z,3-6h,93-95¢,6,6,0,100.0,5.83,35.0,yes,NASDAQ100Z-24MAR06-T17897.87|NASDAQ100Z-24FEB07-T17572.73|NASDAQ100Z-24FEB01-T17137.24|NASDAQ100Z-23OCT06-T14723.22|NASDAQ100Z-23SEP28-T14580.16
Sports > Football > NFL,KXNFLPASSTDS,0-1h,93-95¢,6,6,0,100.0,5.83,35.0,yes,KXNFLPASSTDS-26JAN25LASEA-LAMSTAFFORD9-2|KXNFLPASSTDS-26JAN17BUFDEN-BUFJALLEN17-3|KXNFLPASSTDS-26JAN18LACHI-CHICWILLIAMS18-2|KXNFLPASSTDS-26JAN10GBCHI-CHICWILLIAMS18-2|KXNFLPASSTDS-25DEC28SEACAR-SEASDARNOLD14-1
Financials > Forex,KXEUROIMF,12-24h,90-92¢,4,4,0,100.0,8.75,35.0,yes,EUROIMF-29JUL22-T1.010|EUROIMF-28JUL22-T1.010|EUROIMF-15JUL22-T0.990|EUROIMF-14JUL22-T1.000
Sports > Other Sports,KXJBLEAGUEGAME,6-12h,90-92¢,4,4,0,100.0,8.75,35.0,yes,KXJBLEAGUEGAME-26FEB07FENIBA-FEN|KXJBLEAGUEGAME-26FEB07SEMLEV-SEM|KXJBLEAGUEGAME-26FEB01TOYALT-ALT|KXJBLEAGUEGAME-26JAN28TOYDID-DID
Sports > Hockey > NHL,KXNHLGAME,1-3h,93-95¢,6,6,0,100.0,5.83,35.0,yes,KXNHLGAME-26FEB05LAVGK-VGK|KXNHLGAME-26FEB04STLDAL-DAL|KXNHLGAME-26FEB03SEAANA-ANA|KXNHLGAME-26JAN31MINEDM-MIN|KXNHLGAME-26JAN27DALSTL-DAL
Health > COVID-19,KXCASEW,24h+,90-92¢,14,13,1,92.9,2.5,35.0,yes,CASEW-22JUL01-C700|CASEW-22JUN17-C600|CASEW-22JUN10-C700|CASEW-22MAY06-C425|CASEW-22APR22-C275
Sports > Esports > Counter-Strike,KXCS2TOTALMAPS,1-3h,93-95¢,6,6,0,100.0,5.67,34.0,yes,KXCS2TOTALMAPS-26FEB07TSFURIA-3|KXCS2TOTALMAPS-26FEB01FALAUR-3|KXCS2TOTALMAPS-26JAN29G2TL-3|KXCS2TOTALMAPS-26JAN29PRVAUR-3|KXCS2TOTALMAPS-26JAN283DMAXFUT-3
Economics > Employment & Fed,KXU3,24h+,96-98¢,12,12,0,100.0,2.83,34.0,yes,KXU3-26JAN-T4.0|KXU3-25NOV-T3.8|KXU3-25SEP-T4.0|KXU3-25SEP-T3.9|KXU3-25SEP-T3.8
Sports > Basketball > NBA,KXNBAPTS,1-3h,90-92¢,4,4,0,100.0,8.5,34.0,yes,KXNBAPTS-26FEB11SASGSW-SASVWEMBANYAMA1-20|KXNBAPTS-26FEB11NYKPHI-PHITMAXEY0-20|KXNBAPTS-26FEB11NYKPHI-NYKKTOWNS32-15|KXNBAPTS-26FEB11LACHOU-LACKLEONARD2-25
Sports > Football > NCAA Football,KXNCAAFTOTAL,24h+,90-92¢,4,4,0,100.0,8.5,34.0,yes,KXNCAAFTOTAL-26JAN09OREIND-34|KXNCAAFTOTAL-25DEC31MICHTEX-37|KXNCAAFTOTAL-25DEC31MICHTEX-34|KXNCAAFTOTAL-25DEC27GTBYU-44
Mentions > Mentions,KXLATENIGHTMENTION,6-12h,93-95¢,6,6,0,100.0,5.67,34.0,yes,KXLATENIGHTMENTION-26JAN22-LAND|KXLATENIGHTMENTION-26JAN20-RIHA|KXLATENIGHTMENTION-26JAN07-RING|KXLATENIGHTMENTION-25DEC09-WIG|KXLATENIGHTMENTION-25DEC09-MANC
Climate and Weather > Precipitation,KXSNOWNYM,24h+,93-95¢,5,5,0,100.0,6.8,34.0,yes,KXSNOWNYM-25FEB-T1.0|KXSNOWNYM-24DEC-T1.0|SNOWNYM-24JAN-T2|SNOWNYM-24JAN-T1|SNOWNYM-24JAN-T0.1
Sports > Soccer > Club World Cup,KXCLUBWCGAME,1-3h,93-95¢,5,5,0,100.0,6.8,34.0,yes,KXCLUBWCGAME-25JUL05RMABVB-RMA|KXCLUBWCGAME-25JUN23SEAPSG-PSG|KXCLUBWCGAME-25JUN21MAMBVB-BVB|KXCLUBWCGAME-25JUN19PALAHL-PAL|KXCLUBWCGAME-25JUN16FLAEST-FLA
Sports > Football > NCAA Football,KXNCAAFGAME,0-1h,96-98¢,11,11,0,100.0,3.09,34.0,yes,KXNCAAFGAME-26JAN01ALAIND-IND|KXNCAAFGAME-26JAN02WAKEMSST-WAKE|KXNCAAFGAME-25DEC31ASUDUKE-DUKE|KXNCAAFGAME-25DEC31IOWAVAN-IOWA|KXNCAAFGAME-25DEC27UVAMIZZ-UVA
Climate and Weather > Temperature,KXHIGHHOU,12-24h,93-95¢,5,5,0,100.0,6.6,33.0,yes,KXHIGHHOU-25JAN25-T64|KXHIGHHOU-25JAN05-T77|KXHIGHHOU-25JAN03-T70|KXHIGHHOU-24DEC30-T79|KXHIGHHOU-24DEC28-T79
Sports > Basketball > NBA,KXNBASPREAD,0-1h,93-95¢,5,5,0,100.0,6.6,33.0,yes,KXNBASPREAD-26FEB11PORMIN-MIN10|KXNBASPREAD-26FEB11PORMIN-MIN20|KXNBASPREAD-26FEB11PORMIN-MIN14|KXNBASPREAD-26FEB11PORMIN-MIN8|KXNBASPREAD-26FEB11PORMIN-MIN11
Sports > Other Sports,KXKBLGAME,0-1h,93-95¢,5,5,0,100.0,6.4,32.0,yes,KXKBLGAME-26JAN31PHOSAK-SAK|KXKBLGAME-26JAN29THUANY-THU|KXKBLGAME-26JAN28WONSAK-WON|KXKBLGAME-26JAN23GOYANY-ANY|KXKBLGAME-26JAN11THUKNI-THU
Sports > Football > NFL,KXNFLGAME,1-3h,93-95¢,5,5,0,100.0,6.2,31.0,yes,KXNFLGAME-26JAN04LACDEN-DEN|KXNFLGAME-25DEC14TENSF-SF|KXNFLGAME-25DEC07DENLV-DEN|KXNFLGAME-25DEC07MIANYJ-MIA|KXNFLGAME-25DEC07SEAATL-SEA
Transportation > Transportation,KXMTA,24h+,93-95¢,6,6,0,100.0,5.17,31.0,yes,KXMTA-25AUG17-A3000000|MTA-22MAY01-A2.6|MTA-22JAN30-A2.10|MTA-22JAN16-A1.97|MTA-21OCT24-A2.67
Mentions > Mentions,KXLEAVITTMENTIONDURATION,1-3h,93-95¢,5,5,0,100.0,6.2,31.0,yes,KXLEAVITTMENTIONDURATION-NOV2125-24|KXLEAVITTMENTIONDURATION-JAN0226-29|KXLEAVITTMENTIONDURATION-OCT0725-24|KXLEAVITTMENTIONDURATION-OCT0425-24|KXLEAVITTMENTIONDURATION-SEP2325-34
